No,Date,Invoice,BarCode,Description,Unit,Q'tity,Price,Promotion,Total
203,7/14/12,HBL/TT/08/07/12_00032,BB0011,PVA MOP W/SPARE SPONGE,SET,1,"99,000",0,"99,000"
204,7/14/12,HBL/TT/08/07/12_00032,KA0035,SPLATTER GUARD 32CM,PC,1,"29,000",0,"29,000"
205,7/14/12,HBL/TT/08/07/12_00033,KA0090,MEASURE SPOONS 10pk BLK/WHITE,SET,1,"29,000","29,000",0
206,7/14/12,HBL/TT/08/07/12_00033,HP0058,PAINTBRUSH 38mm NAT.WOOD HNDLE,PC,2,"15,000",0,"30,000"
207,7/14/12,HBL/TT/08/07/12_00033,HP0057,PAINTBRUSH 25mm NAT.WOOD HNDLE,PC,2,"9,000",0,"18,000"
208,7/14/12,HBL/TT/08/07/12_00033,UN46110,CLEAR SHAMPOO,,2,"12,000",0,"24,000"
209,7/14/12,HBL/TT/08/07/12_00033,UN05723,P/S TOOTHPASTE JARES HB P0310 60x160g,Hép,1,"13,000",0,"13,000"
210,7/14/12,HBL/TT/08/07/12_00033,QA0049,KIDS ART APRON W/DESIGN PVC,PC,9,"29,000",0,"261,000"
211,7/14/12,HBL/TT/08/07/12_00033,QA0116,ARTIST BRUSH 15pk NON-PAINTED,PACK,3,"49,000",0,"147,000"
212,7/14/12,HBL/TT/08/07/12_00033,SL0017,COLOURED STAR STICKERS 200pc,PACK,2,"9,000",0,"18,000"
213,7/14/12,HBL/TT/08/07/12_00033,SK0220,FINGER PAINT 10x20ml W/STAMPS,PACK,4,"79,000",0,"316,000"
214,7/14/12,HBL/TT/08/07/12_00033,SG0077,DOUBLE PENCIL SHARPENER 6pk,PACK,1,"18,000",0,"18,000"
215,7/14/12,HBL/TT/08/07/12_00033,SL0036,MEGA STICKER SHEET SET 3ASST 370pc,PACK,1,"29,000","21,000","8,000"
216,7/14/12,HBL/TT/08/07/12_00033,SL0025,LASER STICKER MICRO HEART/STAR,SET,1,"10,000",0,"10,000"
217,7/14/12,HBL/TT/08/07/12_00033,SL0021,FLRSCENT STICKERS 2SHEETS ASST,SET,2,"29,000",0,"58,000"
218,7/14/12,HBL/TT/08/07/12_00034,HY0155,S HOOKS 6pk 4mm DIAM.,PACK,1,"22,000","22,000",0
219,7/14/12,HBL/TT/08/07/12_00034,KD0036,PICNIC CUTLERY 12pk DSPBX,SET,1,"29,000",0,"29,000"
220,7/14/12,HBL/TT/08/07/12_00034,AP0716,100 COTTON TIPS EASY DISPENSER,PACK,1,"10,000","10,000",0
221,7/14/12,HBL/TT/08/07/12_00034,AE0050,READER TWO TONE WPU BAG,SET,2,"55,000",0,"110,000"
222,7/14/12,HBL/TT/08/07/12_00034,CS0012,BOUCLE BED SOCKS LADIES 2-8,PAIR,2,"19,000",0,"38,000"
223,7/14/12,HBL/TT/08/07/12_00034,CS0012,BOUCLE BED SOCKS LADIES 2-8,PAIR,1,"19,000","18,000","1,000"
224,7/14/12,HBL/TT/08/07/12_00034,BP0057,NAPKINS DESIGNER PRINT 20pk,PACK,1,"19,000",0,"19,000"
225,7/14/12,HBL/TT/08/07/12_00035,KA0040,KITCHEN KNIFE/PEELER SET 4PC,SET,1,"29,000",0,"29,000"
226,7/14/12,HBL/TT/08/07/12_00035,KA0171,KNIFE SET W/CHOP BOARD WD 6pk,SET,1,"99,000","50,000","49,000"
227,7/14/12,HBL/TT/08/07/12_00035,HT0040,T TYPE SCREWDRIVER SET 21PC,SET,1,"45,000",0,"45,000"
228,7/14/12,HBL/TT/08/07/12_00035,HT0104,CUTTER SCREW-LOCK W/5pc BLADES,SET,1,"25,000",0,"25,000"
229,7/14/12,HBL/TT/08/07/12_00035,HT0004,SCREWDRIVER SET 2 PC,SET,1,"25,000",0,"25,000"
230,7/14/12,HBL/TT/08/07/12_00035,HB0138,AIR FRESHENER PVC FOOT,PC,1,"12,000",0,"12,000"
231,7/14/12,HBL/TT/08/07/12_00035,SG0033,MAGNIFYING SET 3pc,PACK,1,"29,000",0,"29,000"
232,7/14/12,HBL/TT/08/07/12_00035,UN68334,COMFORT LIQ PURPLE 1-RNS 6x(1+CARD)800ml,Chai,1,"40,000",0,"40,000"
233,7/14/12,HBL/TT/08/07/12_00036,UN46110,CLEAR SHAMPOO,,1,"12,000",0,"12,000"
234,7/14/12,HBL/TT/08/07/12_00036,UN36685,VISO HS STD POWDER WHITE 40x240g,B_ch,5,"6,500",0,"32,500"
235,7/14/12,HBL/TT/08/07/12_00036,TN0238,PLUSH ANIMAL BACKPACK 5asst,PC,2,"149,000","50,000","248,000"
236,7/14/12,HBL/TT/08/07/12_00037,TM0192,YO-YO ASSORTED COLOURS CLUTCH,PC,1,"15,000",0,"15,000"
237,7/14/12,HBL/TT/08/07/12_00037,SG0017,STAPLER  SET 3 PC,SET,1,"29,000",0,"29,000"
238,7/14/12,HBL/TT/08/07/12_00037,KT0126,CAKE DECORATING SET 7 NOZZLES,SET,1,"29,000",0,"29,000"
239,7/14/12,HBL/TT/08/07/12_00037,IB0031,BATTERIES ALKALINE AA 4pk,PACK,2,"22,000",0,"44,000"
240,7/14/12,HBL/TT/08/07/12_00037,KA0035,SPLATTER GUARD 32CM,PC,1,"29,000",0,"29,000"
241,7/14/12,HBL/TT/08/07/12_00037,KC0015,SILICON BAKE MUFFIN PAN 12CUP ,PC,1,"79,000","50,000","29,000"
242,7/14/12,HBL/TT/08/07/12_00039,GF0052,MOD EASYFRAME BK/GL/SV 18x24cm,PC,10,"39,000","100,000","290,000"
243,7/14/12,HBL/TT/08/07/12_00039,UN36708,LIFEBUOY PW BAR CARE (ID-AW) 24x6x70g,Côc,2,"3,500",0,"7,000"
244,7/14/12,HBL/TT/08/07/12_00039,UN44758,LIFEBUOY PW BAR TOTL (ID) 144x70g,Côc,1,"3,500",0,"3,500"
245,7/14/12,HBL/TT/08/07/12_00040,UN45762,SUNLIGHT HDW STD LIQ GTEA R0310 15x800g,Chai,1,"18,000",0,"18,000"
246,7/14/12,HBL/TT/08/07/12_00040,UN45762,SUNLIGHT HDW STD LIQ GTEA R0310 15x800g,Chai,2,"18,000",0,"36,000"
247,7/14/12,HBL/TT/08/07/12_00040,UN05723,P/S TOOTHPASTE JARES HB P0310 60x160g,Hép,1,"13,000",0,"13,000"
248,7/14/12,HBL/TT/08/07/12_00040,UN68938,SURF HS STD POW CITRUS RE0411 40x300g,B_ch,2,"7,500",0,"15,000"
249,7/14/12,HBL/TT/08/07/12_00041,MK0048,PRINT CHECK TEA TOWEL,PACK,1,"18,000",0,"18,000"
250,7/14/12,HBL/TT/08/07/12_00041,RG0102,MINI DYNAMO WINDUP FLASHTORCH,PC,1,"59,000",0,"59,000"
251,7/14/12,HBL/TT/08/07/12_00041,EF0003,CALCULATOR 8 DIG.DESKTOP,PC,1,"49,000",0,"49,000"
252,7/14/12,HBL/TT/08/07/12_00041,HY0018,SUPER GLUE GEL 2GM PK 2,PACK,1,"12,000",0,"12,000"
253,7/14/12,HBL/TT/08/07/12_00041,KS0043,SPLATTER LID W/KNOB BLK MESH ,PC,1,"38,000",0,"38,000"
254,7/14/12,HBL/TT/08/07/12_00042,KC0168,SILIC.BRIGHT CUPCAKE BASESx12,PC,1,"59,000","50,000","9,000"
255,7/14/12,HBL/TT/08/07/12_00042,KA0090,MEASURE SPOONS 10pk BLK/WHITE,SET,1,"29,000",0,"29,000"
256,7/14/12,HBL/TT/08/07/12_00042,KA0187,MEASURING JUGS 2pk 1000ml,PACK,1,"28,000",0,"28,000"
257,7/14/12,HBL/TT/08/07/12_00042,BL0303,FELT NON-SLIP TIE-HANGER 2pk,SET,2,"29,000",0,"58,000"
258,7/14/12,HBL/TT/08/07/12_00042,BC0077,KEEP FRESH BAG CLIPS 12pk,PACK,1,"19,000",0,"19,000"
259,7/14/12,HBL/TT/08/07/12_00042,AH0721,TRENDY DELUXE HAIR CLIPS 6pk,PACK,1,"15,000",0,"15,000"
260,7/14/12,HBL/TT/08/07/12_00042,AH0134,HAIR RINGS WIDE SOLID COL 20pc,PACK,1,"12,000",0,"12,000"
261,7/14/12,HBL/TT/08/07/12_00042,UN15237,SUNSILK STYLING YOGURT LV ON 8x6x50ml,Chai,3,"10,000",0,"30,000"
262,7/14/12,HBL/TT/08/07/12_00043,BA0217,SCENTED GEL BEADS 100gm JAR,PC,1,"16,000",0,"16,000"
263,7/14/12,HBL/TT/08/07/12_00043,BP0029,POCKET TISSUES 3ply  10x10pk,PACK,1,"24,000",0,"24,000"
264,7/14/12,HBL/TT/08/07/12_00043,CS0003,SOCKS COMPUTER DESIGN KIDS,PACK,1,"10,000",0,"10,000"
265,7/14/12,HBL/TT/08/07/12_00045,AE0050,READER TWO TONE WPU BAG,SET,1,"55,000",0,"55,000"
266,7/14/12,HBL/TT/08/07/12_00045,un34926,SUNSILK SHAMPOO,,1,"20,000",0,"20,000"
267,7/14/12,HBL/TT/08/07/12_00045,UN05723,P/S TOOTHPASTE JARES HB P0310 60x160g,Hép,1,"13,000",0,"13,000"
268,7/14/12,HBL/TT/08/07/12_00045,UN44376,LUX PW BAR MGS 144x90g,Côc,2,"5,000",0,"10,000"
269,7/14/12,HBL/TT/08/07/12_00045,UN61779,Dove dÇu x¶  biÖn ph¸p tinh dÇu d_ìng,Chai,1,"28,000",0,"28,000"
270,7/14/12,HBL/TT/08/07/12_00046,UN44376,LUX PW BAR MGS 144x90g,Côc,5,"5,000",0,"25,000"
271,7/14/12,HBL/TT/08/07/12_00046,UN36708,LIFEBUOY PW BAR CARE (ID-AW) 24x6x70g,Côc,5,"3,500",0,"17,500"
272,7/14/12,HBL/TT/08/07/12_00046,UN45762,SUNLIGHT HDW STD LIQ GTEA R0310 15x800g,Chai,1,"18,000",0,"18,000"
273,7/14/12,HBL/TT/08/07/12_00046,UN05723,P/S TOOTHPASTE JARES HB P0310 60x160g,Hép,1,"13,000",0,"13,000"
274,7/14/12,HBL/TT/08/07/12_00046,SW0006,HOLOGRAPH WRAP 70X200CM-CORE,ROLL,1,"29,000",0,"29,000"
275,7/14/12,HBL/TT/08/07/12_00046,AH0373,HAIR COMBS 12pk BLACK/AMBER,SET,1,"25,000",0,"25,000"
276,7/14/12,HBL/TT/08/07/12_00047,AH0720,HAIR TIES NO METAL MEGA MIX,PACK,1,"15,000",0,"15,000"
277,7/14/12,HBL/TT/08/07/12_00047,AH0242,HAIR ELASTICS IN CYLINDER 75pc,SET,1,"29,000",0,"29,000"
278,7/14/12,HBL/TT/08/07/12_00047,AH0073,MINI O HAIR RINGS 250pc 3ASST,PACK,1,"18,000",0,"18,000"
279,7/14/12,HBL/TT/08/07/12_00047,KM0056,KIDS MELAMINE SHAPED BOWL,PC,1,"19,000",0,"19,000"
280,7/14/12,HBL/TT/08/07/12_00047,OT0136,DLX GARDEN SECATEURS 2asst,PC,1,"39,000",0,"39,000"
281,7/14/12,HBL/TT/08/07/12_00048,US0302,PP WOVEN BASKET 15x15x12.5cm,PC,1,"39,000",0,"39,000"
282,7/14/12,HBL/TT/08/07/12_00048,IB0031,BATTERIES ALKALINE AA 4pk,PACK,2,"22,000",0,"44,000"
283,7/14/12,HBL/TT/08/07/12_00048,AG0004,EMERY BOARDS 24PC COLOURED,PACK,1,"15,000",0,"15,000"
284,7/14/12,HBL/TT/08/07/12_00048,AP0387,400 COTTON TIP 6gm WHITE,PACK,1,"21,000",0,"21,000"
285,7/14/12,HBL/TT/08/07/12_00048,BA0217,SCENTED GEL BEADS 100gm JAR,PC,2,"16,000",0,"32,000"
286,7/14/12,HBL/TT/08/07/12_00048,BA0076,GEL AIR FRESHENER 3pk,PACK,1,"35,000",0,"35,000"
287,7/14/12,HBL/TT/08/07/12_00048,BA0148,SCENTED FLOWER FRESHENER 100ml,PC,1,"39,000",0,"39,000"
288,7/14/12,HBL/TT/08/07/12_00049,AH0847,SHAMP/COND. 2in1 KIDS 354ml,PC,1,"29,000",0,"29,000"
289,7/14/12,HBL/TT/08/07/12_00049,HT20022,S÷a röa mÆt NghÖ,,1,"20,000",0,"20,000"
290,7/14/12,HBL/TT/08/07/12_00049,US0062,STORAGE CRATE KD NON WOVEN,PC,1,"39,000","5,000","34,000"
291,7/14/12,HBL/TT/08/07/12_00049,TM0198,BATH TUB SPLASHER ASST,PC,1,"29,000",0,"29,000"
292,7/14/12,HBL/TT/08/07/12_00049,QE0016,ORGANISER BOX PLASTIC 11SECT,PC,1,"25,000",0,"25,000"
293,7/14/12,HBL/TT/08/07/12_00049,RG0028,CAR VISOR CD/DVD SLEEVE 18DISC,PC,1,"29,000",0,"29,000"
294,7/14/12,HBL/TT/08/07/12_00049,MK0050,JUMBO WAFFLE TEA TOWEL,PC,1,"45,000","45,000",0
295,7/14/12,HBL/TT/08/07/12_00050,MR0026,RIBBED FOAM MAT 32.5x50cm,PC,2,"29,000","50,000","8,000"
296,7/14/12,HBL/TT/08/07/12_00050,MK0008,APRON PE ASSTD DESIGNS,PACK,1,"13,000",0,"13,000"
297,7/14/12,HBL/TT/08/07/12_00050,HT00406,Health Care Hand wash 300ml_Chanh,Chai,1,"22,000",0,"22,000"
298,7/14/12,HBL/TT/08/07/12_00050,KA0154,CHOPPING MATS COL 4pk 38x30cm,PACK,1,"45,000",0,"45,000"
299,7/14/12,HBL/TT/08/07/12_00050,AH0182,ALICE BAND W/10pc ELASTICS,SET,1,"23,000",0,"23,000"
300,7/14/12,HBL/TT/08/07/12_00050,AH0083,FLAT HAIR CLIPS COLOURED 12pk,PACK,1,"14,000",0,"14,000"
301,7/14/12,HBL/TT/08/07/12_00050,BA0213,TWIST FRESH 3pk GEL TUBS,PACK,1,"24,000",0,"24,000"
302,7/14/12,HBL/TT/08/07/12_00050,BC0017,ALUMINIUM FOIL 5 MTR,ROLL,1,"16,000",0,"16,000"
303,7/14/12,HBL/TT/08/07/12_00050,AG0025,PEDICURE SET 2PC,SET,1,"19,000",0,"19,000"
304,7/14/12,HBL/TT/08/07/12_00050,AG0069,COSMETIC SPONGE 4PK LARGE,PACK,1,"15,000",0,"15,000"
305,7/14/12,HBL/TT/08/07/12_00050,AG0687,FAUX SEA SPONGE HAND GRIP,PC,1,"15,000",0,"15,000"
306,7/14/12,HBL/TT/08/07/12_00050,BL0303,FELT NON-SLIP TIE-HANGER 2pk,SET,1,"29,000",0,"29,000"
307,7/14/12,HBL/TT/08/07/12_00051,BP0029,POCKET TISSUES 3ply  10x10pk,PACK,1,"24,000",0,"24,000"
308,7/14/12,HBL/TT/08/07/12_00051,CK0015,SOFT N COSY GLOVES FUR TRIM LD,PAIR,1,"29,000","29,000",0
309,7/14/12,HBL/TT/08/07/12_00051,AH0847,SHAMP/COND. 2in1 KIDS 354ml,PC,1,"29,000",0,"29,000"
310,7/14/12,HBL/TT/08/07/12_00051,AP0387,400 COTTON TIP 6gm WHITE,PACK,1,"21,000",0,"21,000"
311,7/14/12,HBL/TT/08/07/12_00051,KS0123,HAND GRATER w/CONTAINER RECT,PC,1,"29,000",0,"29,000"
312,7/14/12,HBL/TT/08/07/12_00051,HT20022,S÷a röa mÆt NghÖ,,1,"20,000",0,"20,000"
313,7/14/12,HBL/TT/08/07/12_00051,PG0010,DOG COLLAR PRINTED SML 15MM,PACK,1,"39,000","21,000","18,000"
314,7/14/12,HBL/TT/08/07/12_00051,SE0086,JUMBO PENCIL W/SHARPENER,PC,4,"18,000",0,"72,000"
315,7/14/12,HBL/TT/08/07/12_00051,UN45762,SUNLIGHT HDW STD LIQ GTEA R0310 15x800g,Chai,3,"18,000",0,"54,000"
316,7/14/12,HBL/TT/08/07/12_00051,UN46110,CLEAR SHAMPOO,,1,"12,000",0,"12,000"
317,7/14/12,HBL/TT/08/07/12_00052,SL0003,LABELS-S/STICK 52X24MM PK 240,PACK,1,"18,000",0,"18,000"
318,7/14/12,HBL/TT/08/07/12_00052,SP0019,NOTE BOOK HARD COVER 100SHT A6,PC,1,"15,000",0,"15,000"
319,7/14/12,HBL/TT/08/07/12_00052,IB0082,LITHIUM CR2032 BATTERY 8pk,PACK,1,"26,000",0,"26,000"
320,7/14/12,HBL/TT/08/07/12_00052,DH0168,LED TLIGHT CANDLE FLICKER 4pk,PACK,1,"45,000",0,"45,000"
321,7/14/12,HBL/TT/08/07/12_00052,KA0110,EGG WHISKS WIRE 26cm / 20cm,SET,1,"25,000",0,"25,000"
322,7/14/12,HBL/TT/08/07/12_00052,KA0107,ST/STEEL MASHER,PC,1,"31,000",0,"31,000"
323,7/14/12,HBL/TT/08/07/12_00052,KA0069,PLASTIC CHOP MAT 2PK 28x38cm,PC,1,"32,000","32,000",0
324,7/14/12,HBL/TT/08/07/12_00052,KA0008,TONGS POLISHED STEEL 30CM,PC,1,"20,000",0,"20,000"
325,7/14/12,HBL/TT/08/07/12_00052,AH0242,HAIR ELASTICS IN CYLINDER 75pc,PACK,1,"29,000",0,"29,000"
326,7/14/12,HBL/TT/08/07/12_00052,BH0010,FOOD COVER UMBRELLA 60CM,PC,1,"27,000","18,000","9,000"
327,7/14/12,HBL/TT/08/07/12_00054,BKC00086,Socola Top Delfi capuchino 45,Thái,1,"12,000",0,"12,000"
328,7/14/12,HBL/TT/08/07/12_00054,BKC00087,B¸nh Chocochip 90gx3 Origin,B_ch,1,"15,000",0,"15,000"
329,7/14/12,HBL/TT/08/07/12_00054,AH0278,HAIR ELASTICS TUB 27pc 5asst,PACK,1,"22,000",0,"22,000"
330,7/14/12,HBL/TT/08/07/12_00054,KS0115,SMILEY FACE SQ. LUNCH BOX,PC,1,"20,000",0,"20,000"
331,7/14/12,HBL/TT/08/07/12_00054,SC0082,HAPPY BDY BALLOON CANDLES 13pc,PACK,1,"29,000",0,"29,000"
332,7/14/12,HBL/TT/08/07/12_00054,UN46110,CLEAR SHAMPOO,,2,"12,000",0,"24,000"
333,7/14/12,HBL/TT/08/07/12_00054,UN45762,SUNLIGHT HDW STD LIQ GTEA R0310 15x800g,Chai,1,"18,000",0,"18,000"
334,7/14/12,HBL/TT/08/07/12_00054,TM0198,BATH TUB SPLASHER ASST,PC,2,"29,000","50,000","8,000"
335,7/14/12,HBL/TT/08/07/12_00054,UN03217,P/S TP TRPL WHITE NOW 54x100g,Hép,1,"15,000",0,"15,000"
336,7/14/12,HBL/TT/08/07/12_00054,UN61779,Dove dÇu x¶  biÖn ph¸p tinh dÇu d_ìng,Chai,2,"28,000",0,"56,000"
337,7/14/12,HBL/TT/08/07/12_00054,UN56867,LUX GEL SOFT TOUCH TPR -HG 60x(12x5g),D©y,2,"8,400",0,"16,800"
338,7/14/12,HBL/TT/08/07/12_00054,UN61823,DOVE SHMP NRSHNG OIL/COND 3x(6+4)x180g,Chai,1,"30,000",0,"30,000"
339,7/14/12,HBL/TT/08/07/12_00054,UN62554,SUNLIGHT HDW STD LEMON 24x400g,Chai,1,"10,000",0,"10,000"
340,7/14/12,HBL/TT/08/07/12_00055,UN45762,SUNLIGHT HDW STD LIQ GTEA R0310 15x800g,Chai,1,"18,000",0,"18,000"
341,7/14/12,HBL/TT/08/07/12_00055,UN36678,VISO HS STD POWDER WHITE 4x2.1kg,B_ch,3,"49,000",0,"147,000"
342,7/14/12,HBL/TT/08/07/12_00055,SE0015,GEL PEN NEON PK 6,PACK,1,"25,000",0,"25,000"
343,7/14/12,HBL/TT/08/07/12_00055,OP0053,RECT BOX PLANTER PP MED,PC,1,"39,000",0,"39,000"
344,7/14/12,HBL/TT/08/07/12_00055,SB0322,MESH PENCIL CASE COL TINT,PC,2,"15,000",0,"30,000"
345,7/14/12,HBL/TT/08/07/12_00055,KA0035,SPLATTER GUARD 32CM,PC,1,"29,000",0,"29,000"
346,7/14/12,HBL/TT/08/07/12_00055,KA0094,STRAINER 20cm PLASTIC HANDLE,PC,1,"25,000",0,"25,000"
347,7/14/12,HBL/TT/08/07/12_00055,BC0031,COTTON DISH CLOTHS 35x35cm 4PK,PACK,1,"34,000",0,"34,000"
348,7/14/12,HBL/TT/08/07/12_00055,BC0074,STEEL SCOURERS MEDIUM 8pk,PACK,1,"22,000",0,"22,000"
349,7/14/12,HBL/TT/08/07/12_00055,CK0013,MENS MAGIC GLOVES,PAIR,1,"19,000",0,"19,000"
350,7/14/12,HBL/TT/08/07/12_00055,BL0283,JELLY SUPER GRIP PEGS 40pk,PACK,1,"35,000",0,"35,000"
351,7/14/12,HBL/TT/08/07/12_00056,BL0114,ADULT PLAST.HANGERS 10pk RECYC,PACK,1,"32,000",0,"32,000"
352,7/14/12,HBL/TT/08/07/12_00056,BC0004,POT SCRUBBERS S/STEEL LG PK 3,PACK,1,"24,000",0,"24,000"
353,7/14/12,HBL/TT/08/07/12_00056,KA0094,STRAINER 20cm PLASTIC HANDLE,PC,1,"25,000",0,"25,000"
354,7/14/12,HBL/TT/08/07/12_00056,KA0103,ST/STEEL SOUP LADLE 30cm,PC,1,"36,000",0,"36,000"
355,7/14/12,HBL/TT/08/07/12_00056,RG0071,FIRST AID KIT IN CASE 20pc,SET,1,"39,000",0,"39,000"
356,7/14/12,HBL/TT/08/07/12_00056,SF0031,WHITE BOARD MARKER 3pk W/PEN,PACK,1,"29,000",0,"29,000"
357,7/14/12,HBL/TT/08/07/12_00056,UN45762,SUNLIGHT HDW STD LIQ GTEA R0310 15x800g,Chai,1,"18,000",0,"18,000"
358,7/14/12,HBL/TT/08/07/12_00056,UN68334,COMFORT LIQ PURPLE 1-RNS 6x(1+CARD)800ml,Chai,2,"40,000",0,"80,000"
359,7/14/12,HBL/TT/08/07/12_00058,SG0016,MAGNIFYING GLASS HAND HLD 10CM,PC,1,"25,000",0,"25,000"
360,7/14/12,HBL/TT/08/07/12_00058,MB0060,FLEECY THROW RUG 125x150cm / 160gsm,PC,1,"79,000",0,"79,000"
361,7/14/12,HBL/TT/08/07/12_00058,KS0123,HAND GRATER w/CONTAINER RECT,PC,1,"29,000",0,"29,000"
362,7/14/12,HBL/TT/08/07/12_00058,KS0100,MINI STASH TUBS OVAL/RECT 3pk,PACK,2,"29,000",0,"58,000"
363,7/14/12,HBL/TT/08/07/12_00058,KS0077,TOTE BOX RECT PLAST.LGE W/LID,PC,1,"35,000",0,"35,000"
364,7/14/12,HBL/TT/08/07/12_00058,GW0007,JUMBO WALL THERMOMETER PLASTIC,PC,1,"29,000",0,"29,000"
365,7/14/12,HBL/TT/08/07/12_00058,BC0007,HOUSEHOLD RUBBER GLOVES 1 PR,PAIR,1,"22,000",0,"22,000"
366,7/14/12,HBL/TT/08/07/12_00058,BC0042,DISPOSABLE HYGIENE GLOVES 100pc,PACK,1,"27,000",0,"27,000"
367,7/14/12,HBL/TT/08/07/12_00058,BA0213,TWIST FRESH 3pk GEL TUBS,PACK,1,"24,000",0,"24,000"
368,7/14/12,HBL/TT/08/07/12_00058,BA0149,TOILET BLOCKS 4pk 48gm,PACK,1,"19,000",0,"19,000"
369,7/14/12,HBL/TT/08/07/12_00058,AH0242,HAIR ELASTICS IN CYLINDER 75pc,SET,1,"29,000",0,"29,000"
370,7/14/12,HBL/TT/08/07/12_00058,BL0302,FELT NON-SLIP HANGERS 10pk,SET,1,"109,000",0,"109,000"
371,7/14/12,HBL/TT/08/07/12_00058,BP0054,NAPKINS 80pk 2ply 33x33m WHITE,PACK,1,"29,000",0,"29,000"
372,7/14/12,HBL/TT/08/07/12_00058,BC0177,GOLD AND SILVER SCOURERS 4pk,PACK,1,"19,000",0,"19,000"
373,7/14/12,HBL/TT/08/07/12_00058,BKC00084,KÑo Mentos Tcay hép 16T,c©y,2,"6,000",0,"12,000"
374,7/14/12,HBL/TT/08/07/12_00058,BH0108,TOILET BRUSH W/HOLDER WHITE,SET,1,"18,000",0,"18,000"
375,7/14/12,HBL/TT/08/07/12_00059,BC0076,SCOURER PAD BRUSH W/HANDLE,PC,1,"11,000",0,"11,000"
376,7/14/12,HBL/TT/08/07/12_00059,BA0148,SCENTED FLOWER FRESHENER 100ml,PC,1,"39,000",0,"39,000"
377,7/14/12,HBL/TT/08/07/12_00059,AH0071,HAIR ELASTIC/HAIR CLIPS PK28,SET,1,"18,000",0,"18,000"
378,7/14/12,HBL/TT/08/07/12_00059,AH0005,HAIR BRUSH SPIDER 23CM,PC,1,"15,000",0,"15,000"
379,7/14/12,HBL/TT/08/07/12_00059,KC0087,NON-STICK RND.CAKE PAN,PC,1,"39,000",0,"39,000"
380,7/14/12,HBL/TT/08/07/12_00059,KA0267,MEASURE SPOON/CUPS BLK 8pc DLX,SET,1,"29,000",0,"29,000"
381,7/14/12,HBL/TT/08/07/12_00059,KA0153,WINGED CORKSCREW CHROME 15cm ,PC,1,"35,000",0,"35,000"
382,7/14/12,HBL/TT/08/07/12_00059,KA0145,STEEL STRAINERS 4pk ASST SIZE,SET,1,"39,000",0,"39,000"
383,7/14/12,HBL/TT/08/07/12_00059,KA0041,KITCHEN SPATULAS SET OF 3,SET,1,"20,000",0,"20,000"
384,7/14/12,HBL/TT/08/07/12_00059,MA0026,ANTI SLIP MAT 120x40cm,ROLL,1,"59,000",0,"59,000"
385,7/14/12,HBL/TT/08/07/12_00059,SE0195,JUMBO PEN 28.5cm OCEAN/INSECTS,PC,2,"25,000",0,"50,000"
386,7/14/12,HBL/TT/08/07/12_00059,UN69614,SURF HS STD POWDER BLUE PA0112 6x2.2kg,B_ch,1,"49,000",0,"49,000"
387,7/14/12,HBL/TT/08/07/12_00059,UN05723,P/S TOOTHPASTE JARES HB P0310 60x160g,Hép,1,"13,000",0,"13,000"
388,7/14/12,HBL/TT/08/07/12_00059,UN07833,P/S TOOTHPASTE COMPLETE 8 60x150g,Hép,1,"15,000",0,"15,000"
389,7/14/12,HBL/TT/08/07/12_00060,UN34801,HAZELINE BODY LOTION SPLSS UV 8X3X150ML,Chai,1,"22,000",0,"22,000"
390,7/14/12,HBL/TT/08/07/12_00060,UN34801,HAZELINE BODY LOTION SPLSS UV 8X3X150ML,Chai,1,"22,000",0,"22,000"
391,7/14/12,HBL/TT/08/07/12_00060,UN68372,COMFORT LIQ RED 1-RNS 6x(1+CARD)800ml,Chai,1,"40,000",0,"40,000"
392,7/14/12,HBL/TT/08/07/12_00060,UN56867,LUX GEL SOFT TOUCH TPR -HG 60x(12x5g),D©y,2,"8,400",0,"16,800"
393,7/14/12,HBL/TT/08/07/12_00060,UN61823,DOVE SHMP NRSHNG OIL/COND 3x(6+4)x180g,Chai,1,"30,000",0,"30,000"
394,7/14/12,HBL/TT/08/07/12_00060,MT0002,HAND TOWEL 40X65CM 115GM,PC,1,"49,000",0,"49,000"
395,7/14/12,HBL/TT/08/07/12_00060,LC0045,MINI TORCHES 2pk -8CM/14.5CM ,SET,1,"29,000",0,"29,000"
396,7/14/12,HBL/TT/08/07/12_00060,KS0123,HAND GRATER w/CONTAINER RECT,PC,1,"29,000",0,"29,000"
397,7/14/12,HBL/TT/08/07/12_00060,AG0275,MENS DISP TRIPLE RAZORS 6pk,PACK,1,"24,000",0,"24,000"
398,7/14/12,HBL/TT/08/07/12_00060,AG0072,EMERY/BUFFER BOARDS 2 SIDED 4 PC,PACK,1,"18,000",0,"18,000"
399,7/14/12,HBL/TT/08/07/12_00060,AG0069,COSMETIC SPONGE 4PK LARGE,PACK,1,"15,000",0,"15,000"
400,7/14/12,HBL/TT/08/07/12_00060,AH0182,ALICE BAND W/10pc ELASTICS,SET,1,"23,000",0,"23,000"
401,7/14/12,HBL/TT/08/07/12_00060,BKC10000,Keo loai 10000/50g,G,100,200,0,"20,000"
402,7/14/12,HBL/TT/08/07/12_00061,BL0068,PEGS PLASTIC STANDARD 48pk,PACK,1,"28,000",0,"28,000"
403,7/14/12,HBL/TT/08/07/12_00061,BL0054,LAUNDRY BAG POP-UP 58x36x36cm,PC,1,"31,000",0,"31,000"
